Accession,Organism,Query,Rank Per Query,Rank Per Subject,Align Length,E-Value,Score,Identity,Query Coverage
CAGL0E06600g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],130,2,304,1.59476e-15,82.4185,0.28618421052631576,0.8888888888888888
KAG5422146.1,Candida metapsilosis BP57,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],130,3,319,0.00000158789,55.4546,0.2601880877742947,0.9237804878048781
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],131,2,335,3.68892e-16,83.1889,0.29253731343283584,0.9715189873417721
QNG13321.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],131,2,304,1.91792e-15,82.4185,0.2894736842105263,0.8888888888888888
CXQ85_004563-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],131,3,286,0.00000163214,55.0694,0.3146853146853147,0.7621951219512195
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],132,2,331,3.79822e-16,83.5741,0.2628398791540785,0.939873417721519
CXQ87_003607-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],132,2,198,2.21954e-15,82.0333,0.30303030303030304,0.5895061728395061
QNG16707.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],132,2,165,0.00000255125,54.6842,0.37575757575757573,0.49390243902439024
CAWG_02395-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],133,2,337,4.05643e-16,83.5741,0.258160237388724,0.9968354430379747
PIS56205.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],133,2,231,2.43073e-15,82.0333,0.29004329004329005,0.6666666666666666
CAGL0B05126g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],133,1,211,0.00000278751,52.7582,0.2890995260663507,0.6189024390243902
CPAR2_404110-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],134,2,285,4.97544e-16,83.1889,0.26666666666666666,0.8449367088607594
B9J08_001155-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],134,2,231,2.45671e-15,82.0333,0.29004329004329005,0.6666666666666666
CXQ87_005017-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],134,3,288,0.00000337534,54.299,0.2916666666666667,0.7682926829268293
CPAR2_301310-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],135,2,321,2.16582e-15,81.2629,0.2585669781931464,0.9367088607594937
B9J08_004110-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],135,2,293,3.79854e-15,81.2629,0.27986348122866894,0.8827160493827161
PIS56524.1,Candida auris strain B11221,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],135,3,250,0.00000350566,53.9138,0.308,0.6463414634146342
CTRG_01923-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],136,2,222,3.46681e-15,81.6481,0.30180180180180183,0.6487341772151899
PSK79720.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],136,2,290,3.83303e-15,81.2629,0.2896551724137931,0.8796296296296297
CXQ85_000013-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],136,3,290,0.00000355518,53.9138,0.2793103448275862,0.8536585365853658
KAG5419937.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],137,2,307,4.41007e-15,80.1073,0.26384364820846906,0.8924050632911392
PIS50647.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],137,2,324,3.91202e-15,81.6481,0.2716049382716049,0.9660493827160493
B9J08_001531-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],137,3,250,0.00000396885,53.9138,0.308,0.6463414634146342
KAG5419966.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],138,2,215,4.44206e-15,77.7962,0.28837209302325584,0.6329113924050633
PIS50648.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],138,2,293,3.97177e-15,81.2629,0.27986348122866894,0.8827160493827161
KAG5419410.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],139,2,302,5.6226e-15,80.1073,0.26490066225165565,0.8924050632911392
B9J08_004451-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],139,2,210,4.12653e-15,81.2629,0.3,0.6327160493827161
CTRG_06222-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],140,2,332,6.5499e-15,78.9518,0.26506024096385544,0.990506329113924
PSK76858.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],140,2,293,4.36225e-15,80.8777,0.27986348122866894,0.8827160493827161
KAG5419409.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],141,2,298,7.08135e-15,79.7221,0.26174496644295303,0.8860759493670886
B9J08_004109-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],141,2,324,4.64655e-15,81.2629,0.2716049382716049,0.9660493827160493
C3_00600W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],142,2,333,8.47426e-15,79.7221,0.26126126126126126,0.9841772151898734
PIS50975.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],142,2,210,4.82685e-15,80.8777,0.3,0.6327160493827161
C3_00600W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],143,2,333,8.47426e-15,79.7221,0.26126126126126126,0.9841772151898734
PSK33672.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],143,2,306,5.39269e-15,80.8777,0.29411764705882354,0.9166666666666666
C3_00580W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],144,2,317,1.39418e-14,79.337,0.24290220820189273,0.9367088607594937
CXQ87_005334-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],144,2,306,5.62866e-15,80.8777,0.28104575163398693,0.9166666666666666
CAWG_02393-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],145,2,320,1.55771e-14,78.9518,0.246875,0.9367088607594937
CAR65428.1,Debaryomyces hansenii CBS767,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],145,2,231,7.0451e-15,80.8777,0.3203463203463203,0.6666666666666666
CPAR2_301290-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],146,2,326,1.6232e-14,78.5666,0.2607361963190184,0.939873417721519
CXQ85_000013-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],146,2,296,7.77704e-15,80.4925,0.28040540540540543,0.8858024691358025
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],147,2,288,1.69707e-14,78.5666,0.2534722222222222,0.8417721518987342
PSK79348.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],147,2,213,7.81929e-15,80.1073,0.2863849765258216,0.6388888888888888
KAG5418848.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],148,2,318,2.27314e-14,78.9518,0.2861635220125786,0.9430379746835443
B9J08_004100-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],148,2,213,7.91961e-15,80.4925,0.2863849765258216,0.6388888888888888
CTRG_04685-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],149,3,314,2.7337e-14,78.1814,0.267515923566879,0.9525316455696202
PSK33719.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],149,2,201,8.42498e-15,80.4925,0.31343283582089554,0.5925925925925926
C3_00580W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],150,2,200,3.50193e-14,78.5666,0.275,0.6170886075949367
PIS48192.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],150,2,213,1.09849e-14,79.7221,0.2863849765258216,0.6388888888888888
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],151,2,310,3.96638e-14,77.7962,0.2645161290322581,0.9367088607594937
PSK76857.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],151,2,324,2.0456e-14,79.337,0.26851851851851855,0.9660493827160493
CTRG_00291-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],152,3,197,4.03941e-14,77.7962,0.29949238578680204,0.5759493670886076
CXQ87_001664-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],152,2,213,2.51018e-14,79.337,0.2863849765258216,0.6388888888888888
KAG5419939.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],153,2,335,6.07635e-14,77.0258,0.2537313432835821,0.9778481012658228
PSK35850.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],153,2,322,6.11136e-14,77.411,0.2795031055900621,0.9506172839506173
CPAR2_404120-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],154,2,329,2.66643e-13,75.0998,0.25835866261398177,0.9430379746835443
PSK41664.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],154,2,293,1.26706e-13,77.0258,0.24573378839590443,0.8858024691358025
CPAR2_301320-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],155,2,333,4.07602e-13,74.3294,0.26126126126126126,0.9493670886075949
CXQ85_003766-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],155,2,214,2.06063e-13,76.2554,0.2803738317757009,0.6358024691358025
CAR65602.1,Debaryomyces hansenii CBS767,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],156,1,266,4.45953e-13,75.0998,0.33458646616541354,0.7373417721518988
CLUG_01204-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],156,1,221,2.32746e-13,73.1738,0.2669683257918552,0.6481481481481481
CLUG_04844-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],157,1,290,5.045e-13,74.7146,0.29310344827586204,0.879746835443038
CXQ85_002807-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],157,2,233,2.85537e-13,75.485,0.2703862660944206,0.6728395061728395
CAX42584.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],158,2,307,9.33646e-13,73.9442,0.2671009771986971,0.9050632911392406
EDK43957.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],158,1,226,6.00304e-13,74.7146,0.27876106194690264,0.6697530864197531
CPAR2_301300-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],159,2,338,1.34065e-12,72.7886,0.257396449704142,0.9462025316455697
CXQ87_005017-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],159,2,187,1.13069e-12,73.9442,0.31016042780748665,0.558641975308642
KAG5422146.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],160,2,334,7.5688e-12,71.633,0.25449101796407186,0.9778481012658228
PSK37586.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],160,2,213,1.25756e-12,73.9442,0.27699530516431925,0.6388888888888888
CTRG_02201-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],161,2,332,1.18833e-11,70.8626,0.27710843373493976,0.9873417721518988
CXQ85_003757-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],161,2,222,2.33449e-12,73.1738,0.28378378378378377,0.6604938271604939
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],162,2,311,1.4838e-11,70.0922,0.2797427652733119,0.9082278481012658
CLUG_05607-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],162,1,226,2.67068e-12,72.7886,0.28761061946902655,0.6419753086419753
CPAR2_301330-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],163,2,282,1.8229e-11,69.707,0.24113475177304963,0.8386075949367089
CXQ85_004563-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],163,2,306,3.66144e-12,72.4034,0.2647058823529412,0.9166666666666666
QNG14727.1,Candida glabrata BG2,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],164,3,325,6.83336e-11,68.5514,0.28923076923076924,0.9177215189873418
CAG91149.1,Debaryomyces hansenii CBS767,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],164,2,301,5.36277e-12,71.633,0.27906976744186046,0.8827160493827161
CAGL0I07293g-T-p1,Candida glabrata CBS 138,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],165,3,325,7.59474e-11,68.5514,0.28307692307692306,0.9177215189873418
CAGL0I11011g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],165,2,335,6.27884e-12,71.633,0.28059701492537314,0.9907407407407407
CLUG_05601-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],166,1,300,1.21158e-10,67.3958,0.30333333333333334,0.8765822784810127
PSK76051.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],166,2,216,6.86207e-12,71.633,0.2777777777777778,0.6358024691358025
CTRG_05066-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],167,3,318,1.40778e-10,67.0106,0.27044025157232704,0.9683544303797469
CLUG_04844-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],167,2,207,1.09871e-11,70.8626,0.30917874396135264,0.6172839506172839
KAG5422147.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],168,2,298,1.54993e-10,67.3958,0.25838926174496646,0.8829113924050633
PSK33774.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],168,2,305,1.68278e-11,70.0922,0.25901639344262295,0.9135802469135802
CTRG_05200-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],169,2,156,2.07702e-9,63.929,0.3269230769230769,0.4525316455696203
QNG13326.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],169,1,230,3.1386e-11,69.707,0.32608695652173914,0.6728395061728395
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],170,3,327,3.13268e-9,63.1586,0.2691131498470948,0.9620253164556962
QNG12756.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],170,2,308,1.35573e-10,67.781,0.288961038961039,0.9166666666666666
CAGL0E06600g-T-p1,Candida glabrata CBS 138,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],171,3,335,5.70561e-9,62.3882,0.2865671641791045,0.9873417721518988
PSK38400.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],171,2,228,3.02925e-10,66.6254,0.2719298245614035,0.6851851851851852
QNG13321.1,Candida glabrata BG2,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],172,3,335,7.02213e-9,62.3882,0.2865671641791045,0.9873417721518988
QNG14880.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],172,2,284,3.10708e-10,66.6254,0.29225352112676056,0.8333333333333334
CPAR2_806420-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],173,2,174,4.1118e-8,60.077,0.3563218390804598,0.5253164556962026
PIS56524.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],173,2,215,4.24498e-10,66.2402,0.26976744186046514,0.6327160493827161
CAH02569.1,Kluyveromyces lactis NRRL Y-1140,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],174,3,323,4.5249e-8,59.6918,0.2724458204334365,0.9556962025316456
CAGL0L00227g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],174,2,308,4.2656e-10,66.2402,0.288961038961039,0.9166666666666666
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],175,3,288,1.41028e-7,58.151,0.2673611111111111,0.8575949367088608
B9J08_001531-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],175,2,215,4.6887e-10,65.855,0.26976744186046514,0.6327160493827161
KAG5418847.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],176,3,275,2.82161e-7,57.3806,0.26545454545454544,0.8132911392405063
PSK33775.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],176,2,315,6.43026e-10,65.4698,0.27936507936507937,0.9166666666666666
QNG12756.1,Candida glabrata BG2,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],177,3,262,0.00000871644,52.7582,0.24427480916030533,0.7816455696202531
CXQ85_003952-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],177,2,304,1.42599e-9,64.6994,0.2532894736842105,0.9074074074074074
QNG14607.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],178,2,228,3.02127e-9,63.5438,0.32894736842105265,0.6728395061728395
QNG16707.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],179,1,170,4.63077e-9,62.7734,0.34705882352941175,0.49382716049382713
QNG12312.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],180,2,339,7.72489e-9,62.3882,0.2713864306784661,0.9845679012345679
CLUG_05601-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],181,2,295,8.76908e-9,62.003,0.2677966101694915,0.8672839506172839
CXQ85_004198-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],182,2,215,1.79559e-8,60.8474,0.25116279069767444,0.6327160493827161
CXQ87_001485-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],183,2,204,3.73575e-8,60.077,0.25980392156862747,0.6111111111111112
CXQ87_004674-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],184,2,309,4.25617e-8,60.077,0.26537216828478966,0.9166666666666666
CAGL0D00116g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],185,1,260,4.40004e-8,58.5362,0.28846153846153844,0.7932098765432098
CXQ87_003243-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],186,2,257,5.03667e-8,59.6918,0.2529182879377432,0.6728395061728395
QNG12526.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],187,2,165,5.14196e-8,59.6918,0.32727272727272727,0.4783950617283951
CAGL0F00116g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],188,1,161,8.19729e-8,56.6102,0.33540372670807456,0.49074074074074076
CAGL0K00110g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],189,2,237,1.26524e-7,58.5362,0.29957805907172996,0.6728395061728395
QNG15396.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],190,2,237,1.35146e-7,58.151,0.29957805907172996,0.6728395061728395
CXQ85_005377-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],191,2,213,3.86175e-7,56.9954,0.24882629107981222,0.6327160493827161
QNG15395.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],192,2,289,4.45791e-7,56.9954,0.28027681660899656,0.845679012345679
CXQ85_003762-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],193,2,223,4.65843e-7,56.9954,0.26905829596412556,0.6697530864197531
PSK38520.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],194,2,262,5.20822e-7,56.6102,0.24427480916030533,0.6728395061728395
EDK47524.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],195,1,204,0.00000173608,53.1434,0.25980392156862747,0.6265432098765432
QNG14140.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],196,2,189,0.000002563,54.6842,0.30158730158730157,0.5617283950617284
